Country Name,Country Code,Indicator Name,Indicator Code,Years,Value
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2004,26.43369176
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2005,23.76166547
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2006,11.79673321
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007,13.39757538
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2008,10.00962464
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2009,10.01055966
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010,11.50669848
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011,11.27234118
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2012,11.26692456
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2013,11.27069133
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2014,11.26582278
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1971,4.979591837
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1972,4.620689655
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1973,4.230317274
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1974,3.842105263
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1975,4.224719101
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1976,4.62745098
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1977,4.904347826
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1978,4.774193548
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1979,4.291970803
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1980,4.333781965
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1981,4.293333333
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1982,4.27622842
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1983,4.232804233
